ID,Oras,Judet,Tip Artera,Nume Artera,Numar,Suprafata,Suprafata2,An,Finisaje,Latitudine,Longitudine,"Pret","Preț unitar
(€/m²)"
4062,Medias,Sibiu,,,,230,1450,>2000,standard,46.18130061,24.34673753,120000,521.74
4063,Medias,Sibiu,,,,230,1450,>2000,standard,46.18130061,24.34673753,120000,521.74
4064,Medias,Sibiu,,,,230,1450,>2000,standard,46.18130061,24.34673753,120000,521.74
4065,Blajel,Sibiu,,,,150,900,1890,inferior,46.18503501,24.41062632,35000,233.33
4066,Darlos,Sibiu,,,,150,900,1890,inferior,46.18503501,24.41062632,35000,233.33
4067,Atel,Sibiu,,,,150,900,1890,inferior,46.18503501,24.41062632,35000,233.33
4068,Blajel,Sibiu,,,,160,2333,>2000,standard,46.18775098,24.40900435,85000,531.25
4069,Laslea,Sibiu,,,,120,750,1960,inferior,46.2071312,24.65651752,35000,291.67
4070,Blajel,Sibiu,,,,120,1100,<1990,inferior,46.21006221,24.32297938,34000,283.33
4071,Darlos,Sibiu,,,,120,1100,<1990,inferior,46.21006221,24.32297938,34000,283.33
4072,Atel,Sibiu,,,,120,1100,<1990,inferior,46.21006221,24.32297938,34000,283.33
4073,Laslea,Sibiu,,,,100,1000,<1990,inferior,46.21117021,24.4774747,45000,450
4074,Laslea,Sibiu,,,,100,750,<1990,inferior,46.22696495,24.57504517,45000,450
4075,Laslea,Sibiu,,,,120,500,<1990,standard,46.22737775,24.57370617,49500,412.5
4076,Dumbraveni,Sibiu,,,,100,850,<1990,inferior,46.22775385,24.57483883,46000,460
4077,Dumbraveni,Sibiu,,,,120,700,<1990,standard,46.22822886,24.57380886,49500,412.5
4078,Dumbraveni,Sibiu,,,,264.5,1000,<2000,standard,46.22822886,24.57518215,125000,472.59
4079,Dumbraveni,Sibiu,,,,150,357,<2000,standard,46.22906013,24.57518215,69000,460
4080,Laslea,Sibiu,,,,150,357,1968,standard,46.22946134,24.57635094,69000,460
4081,Iacobeni,Suceava,,,,153,1119,1990,inferior,47.23214081,25.39424729,22000,143.79
4082,Vatra Dornei,Suceava,,,,153,1119,1990,inferior,47.23214081,25.39424729,22000,143.79
4083,Brosteni,Suceava,,,,153,1119,1990,inferior,47.23214081,25.39424729,22000,143.79
4084,Panaci,Suceava,,,,299,800,2015,inferior,47.28952526,25.37515646,150000,501.67
4085,Dorna Arini,Suceava,,,,299,800,2015,inferior,47.28952526,25.37515646,150000,501.67
4086,Dorna Arini,Suceava,,,,230,2000,2013,standard,47.32164606,25.14146288,115000,500
4087,Dorna Arini,Suceava,,,,145,600,2010,standard,47.34348181,25.35340488,87000,600
4088,Vatra Dornei,Suceava,,,,400,1000,1990,standard,47.34459516,25.35277605,105000,262.5
4089,Panaci,Suceava,,,,230,2000,2013,standard,47.34459944,25.35325465,130000,565.22
4090,Dorna Arini,Suceava,,,,230,2000,2013,standard,47.34459944,25.35325465,130000,565.22
4091,Radaseni,Suceava,,,,350,1500,2011,standard,47.34576239,26.33691109,100000,285.71
4092,Bunesti,Suceava,,,,350,1500,2011,standard,47.34576239,26.33691109,100000,285.71
4093,Preutesti,Suceava,,,,350,1500,2011,standard,47.34576239,26.33691109,100000,285.71
4094,Dolhasca,Suceava,,,,350,1500,2011,standard,47.34576239,26.33691109,100000,285.71
4095,Boroaia,Suceava,,,,350,1500,2011,standard,47.34576239,26.33691109,100000,285.71
4096,Baia,Suceava,,,,350,1500,2011,standard,47.34576239,26.33691109,100000,285.71
4097,Malini,Suceava,,,,350,1500,2011,standard,47.34576239,26.33691109,100000,285.71
4098,Slatina,Suceava,,,,350,1500,2011,standard,47.34576239,26.33691109,100000,285.71
4099,Iacobeni,Suceava,,,,150,3500,<1990,inferior,47.35205957,25.36950035,24900,166
4100,Vatra Dornei,Suceava,,,,150,3500,<1990,inferior,47.35205957,25.36950035,24900,166
4101,Brosteni,Suceava,,,,150,3500,<1990,inferior,47.35205957,25.36950035,24900,166
4102,Panaci,Suceava,,,,253,1490,2010,standard,47.35452641,25.25591932,95000,375.49
4103,Dorna Arini,Suceava,,,,253,1490,2010,standard,47.35452641,25.25591932,95000,375.49
4104,Dolhasca,Suceava,,,,150,1600,<1990,inferior,47.36362074,26.27071145,29900,199.33
4105,Vadu Moldovei,Suceava,,,,150,1600,<1990,inferior,47.36362074,26.27071145,29900,199.33
4106,Cornu Luncii,Suceava,,,,150,1600,<1990,inferior,47.36362074,26.27071145,29900,199.33
4107,Valea Moldovei,Suceava,,,,150,1600,<1990,inferior,47.36362074,26.27071145,29900,199.33
4108,Bogdanesti,Suceava,,,,150,1600,<2000,inferior,47.36462669,26.2352121,29900,199.33
4109,Radaseni,Suceava,,,,300,1140,2011,standard,47.41510073,26.22004159,129000,430
4110,Bunesti,Suceava,,,,300,1140,2011,standard,47.41510073,26.22004159,129000,430
4111,Preutesti,Suceava,,,,300,1140,2011,standard,47.41510073,26.22004159,129000,430
4112,Dolhasca,Suceava,,,,300,1140,2011,standard,47.41510073,26.22004159,129000,430
4113,Boroaia,Suceava,,,,300,1140,2011,standard,47.41510073,26.22004159,129000,430
4114,Baia,Suceava,,,,300,1140,2011,standard,47.41510073,26.22004159,129000,430
4115,Slatina,Suceava,,,,300,1140,2011,standard,47.41510073,26.22004159,129000,430
4116,Malini,Suceava,,,,300,1140,2011,standard,47.41510073,26.22004159,129000,430
4117,Iacobeni,Suceava,,,,200,10000,<1990,inferior,47.41997756,25.30705396,58000,290
4118,Vatra Dornei,Suceava,,,,200,10000,<1990,inferior,47.41997756,25.30705396,58000,290
4119,Brosteni,Suceava,,,,200,10000,<1990,inferior,47.41997756,25.30705396,58000,290
4120,Dolhasca,Suceava,,,,70,1200,<1990,inferior,47.42482106,26.60568949,18500,264.29
4121,Vadu Moldovei,Suceava,,,,70,1200,<1990,inferior,47.42482106,26.60568949,18500,264.29
4122,Cornu Luncii,Suceava,,,,70,1200,<1990,inferior,47.42482106,26.60568949,18500,264.29
4123,Valea Moldovei,Suceava,,,,70,1200,<1990,inferior,47.42482106,26.60568949,18500,264.29
4124,Radaseni,Suceava,,,,346,6000,>2000,superior,47.42825732,26.30408389,225000,650.29
4125,Bunesti,Suceava,,,,346,6000,>2000,superior,47.42825732,26.30408389,225000,650.29
4126,Preutesti,Suceava,,,,346,6000,>2000,superior,47.42825732,26.30408389,225000,650.29
4127,Dolhasca,Suceava,,,,346,6000,>2000,superior,47.42825732,26.30408389,225000,650.29
4128,Boroaia,Suceava,,,,346,6000,>2000,superior,47.42825732,26.30408389,225000,650.29
4129,Baia,Suceava,,,,346,6000,>2000,superior,47.42825732,26.30408389,225000,650.29
4130,Malini,Suceava,,,,346,6000,>2000,superior,47.42825732,26.30408389,225000,650.29
4131,Slatina,Suceava,,,,346,6000,>2000,superior,47.42825732,26.30408389,225000,650.29
4132,Radaseni,Suceava,,,,218,640,>2000,standard,47.45795869,26.27964584,87900,403.21
4133,Bunesti,Suceava,,,,218,640,>2000,standard,47.45795869,26.27964584,87900,403.21
4134,Preutesti,Suceava,,,,218,640,>2000,standard,47.45795869,26.27964584,87900,403.21
4135,Dolhasca,Suceava,,,,218,640,>2000,standard,47.45795869,26.27964584,87900,403.21
4136,Boroaia,Suceava,,,,218,640,>2000,standard,47.45795869,26.27964584,87900,403.21
4137,Baia,Suceava,,,,218,640,>2000,standard,47.45795869,26.27964584,87900,403.21
4138,Malini,Suceava,,,,218,640,>2000,standard,47.45795869,26.27964584,87900,403.21
4139,Slatina,Suceava,,,,218,640,>2000,standard,47.45795869,26.27964584,87900,403.21
4140,Dolhasca,Suceava,,,,160,1300,<1990,inferior,47.46149077,26.15477859,36500,228.13
4141,Vadu Moldovei,Suceava,,,,160,1300,<1990,inferior,47.46149077,26.15477859,36500,228.13
4142,Cornu Luncii,Suceava,,,,160,1300,<1990,inferior,47.46149077,26.15477859,36500,228.13
4143,Valea Moldovei,Suceava,,,,160,1300,<1990,inferior,47.46149077,26.15477859,36500,228.13
4144,Bogdanesti,Suceava,,,,112.7,2800,1960,inferior,47.46587448,26.25158593,41500,368.23
4145,Dolhasca,Suceava,,,,84,4000,<1990,inferior,47.49809841,26.15920976,22990,273.69
4146,Vadu Moldovei,Suceava,,,,84,4000,<1990,inferior,47.49809841,26.15920976,22990,273.69
4147,Cornu Luncii,Suceava,,,,84,4000,<1990,inferior,47.49809841,26.15920976,22990,273.69
4148,Valea Moldovei,Suceava,,,,84,4000,<1990,inferior,47.49809841,26.15920976,22990,273.69
4149,Bogdanesti,Suceava,,,,84,3000,<2000,inferior,47.49944515,26.15779282,23000,273.81
4150,Dolhasca,Suceava,,,,60,207,<1990,inferior,47.50881523,26.44913353,20000,333.33
4151,Vadu Moldovei,Suceava,,,,60,207,<1990,inferior,47.50881523,26.44913353,20000,333.33
4152,Valea Moldovei,Suceava,,,,60,207,<1990,inferior,47.50881523,26.44913353,20000,333.33
4153,Cornu Luncii,Suceava,,,,60,207,<1990,inferior,47.50881523,26.44913353,20000,333.33
4154,Campulung Moldovenesc,Suceava,Calea,Bucovinei,241A,170,500,1970,inferior,47.51767859,25.59654019,47000,276.47
4155,Frasin,Suceava,,,,218.5,1000,2013,standard,47.52034618,25.47055727,75000,343.25
4156,Vama,Suceava,,,,218.5,1000,2013,standard,47.52034618,25.47055727,75000,343.25
4157,Sadova,Suceava,,,,218.5,1000,2013,standard,47.52034618,25.47055727,75000,343.25
4158,Frasin,Suceava,,,,322,1000,2012,standard,47.5242288,25.47003885,155000,481.37
4159,Vama,Suceava,,,,322,1000,2012,standard,47.5242288,25.47003885,155000,481.37
4160,Sadova,Suceava,,,,322,1000,2012,standard,47.5242288,25.47003885,155000,481.37
4161,Campulung Moldovenesc,Suceava,,,,150,650,<1990,inferior,47.52506012,25.57126876,45000,300
4162,Sadova,Suceava,,,,120,50,<1990,inferior,47.53722485,25.40915656,42500,354.17
4163,Campulung Moldovenesc,Suceava,Strada,Mihail Kogalniceanu,,198,1900,<1990,inferior,47.53755296,25.54245598,63000,318.18
4164,Vama,Suceava,,,,120,1250,<1990,inferior,47.53841862,25.41223636,41500,345.83
4165,Paltinoasa,Suceava,,,,120,1250,<1990,inferior,47.53841862,25.41223636,41500,345.83
4166,Paltinoasa,Suceava,,,,140,500,<1990,inferior,47.5389853,25.65525197,35500,253.57
4167,Vama,Suceava,,,,140,500,<1990,inferior,47.5389853,25.65525197,35500,253.57
4168,Frasin,Suceava,,,,180,500,>2000,standard,47.53999145,25.7939673,100000,555.56
4169,Vama,Suceava,,,,180,500,>2000,standard,47.53999145,25.7939673,100000,555.56
4170,Sadova,Suceava,,,,180,500,>2000,standard,47.53999145,25.7939673,100000,555.56
4171,Frasin,Suceava,,,,180,1056,>2000,standard,47.54045498,25.79465395,90000,500
4172,Sadova,Suceava,,,,180,1056,>2000,standard,47.54045498,25.79465395,90000,500
4173,Vama,Suceava,,,,180,1056,>2000,standard,47.54045498,25.79465395,90000,500
4174,Gura Humorului,Suceava,,,,240,520,1975,inferior,47.55091654,25.88258847,90000,375
4175,Gura Humorului,Suceava,Strada,Sipotului,7,150,620,1978,inferior,47.55175744,25.88068994,63000,420
4176,Udesti,Suceava,,,,70,1000,<1990,inferior,47.55540072,26.48931025,17000,242.86
4177,Moara,Suceava,,,,70,1000,<1990,inferior,47.55540072,26.48931025,17000,242.86
4178,Liteni,Suceava,,,,70,1000,<1990,inferior,47.55540072,26.48931025,17000,242.86
4179,Stroiesti,Suceava,,,,70,1000,<1990,inferior,47.55540072,26.48931025,17000,242.86
4180,Darmanesti,Suceava,,,,70,1000,<1990,inferior,47.55540072,26.48931025,17000,242.86
4181,Partestii de Jos,Suceava,,,,70,1000,<1990,inferior,47.55540072,26.48931025,17000,242.86
4182,Sadova,Suceava,,,,241.5,2000,<1990,inferior,47.55636136,25.68865334,65500,271.22
4183,Sadova,Suceava,,,,160,1300,<1990,inferior,47.55881439,25.68833751,59000,368.75
4184,Frasin,Suceava,,,,264.5,1000,>2000,superior,47.55963505,25.68836257,149000,563.33
4185,Vama,Suceava,,,,264.5,1000,>2000,superior,47.55963505,25.68836257,149000,563.33
4186,Sadova,Suceava,,,,264.5,1000,>2000,superior,47.55963505,25.68836257,149000,563.33
4187,Gura Humorului,Suceava,,,,175,600,1970,standard,47.56251076,25.88493816,65000,371.43
4188,Stroiesti,Suceava,,,,126.5,3750,2009,standard,47.56600729,26.06705006,46500,367.59
4189,Adancata,Suceava,,,,126.5,3750,2009,standard,47.56600729,26.06705006,46500,367.59
4190,Dragoiesti,Suceava,,,,126.5,3750,2009,standard,47.56600729,26.06705006,46500,367.59
4191,Ilisesti,Suceava,,,,126.5,3750,2009,standard,47.56600729,26.06705006,46500,367.59
4192,Veresti,Suceava,,,,126.5,3750,2009,standard,47.56600729,26.06705006,46500,367.59
4193,Liteni,Suceava,,,,126.5,3750,2009,standard,47.5673609,26.06317889,46500,367.59
4194,Dumbraveni,Suceava,,,,126.5,3750,2009,standard,47.5673609,26.06317889,46500,367.59
4195,Ipotesti,Suceava,,,,100,1200,<1990,inferior,47.572338,26.52418862,25000,250
4196,Dumbraveni,Suceava,,,,100,1200,<1990,inferior,47.572338,26.52418862,25000,250
4197,Udesti,Suceava,,,,90,1300,<1990,inferior,47.57558487,26.41360053,25000,277.78
4198,Moara,Suceava,,,,90,1300,<1990,inferior,47.57558487,26.41360053,25000,277.78
4199,Stroiesti,Suceava,,,,90,1300,<1990,inferior,47.57558487,26.41360053,25000,277.78
4200,Darmanesti,Suceava,,,,90,1300,<1990,inferior,47.57558487,26.41360053,25000,277.78
4201,Liteni,Suceava,,,,90,1300,<1990,inferior,47.57558487,26.41360053,25000,277.78
4202,Partestii de Jos,Suceava,,,,90,1300,<1990,inferior,47.57558487,26.41360053,25000,277.78
4203,Sadova,Suceava,,,,173,1200,<1990,inferior,47.58501773,25.67772287,71000,410.4
4204,Ipotesti,Suceava,,,,100,1900,<1990,inferior,47.60955381,26.04571178,27000,270
4205,Dumbraveni,Suceava,,,,100,1900,<1990,inferior,47.60955381,26.04571178,27000,270
4206,Vama,Suceava,,,,200,545,<1990,inferior,47.61137951,25.6181378,47000,235
4207,Paltinoasa,Suceava,,,,200,545,<1990,inferior,47.61137951,25.6181378,47000,235
4208,Udesti,Suceava,,,,80,2500,<1990,inferior,47.61887829,26.1257244,27000,337.5
4209,Moara,Suceava,,,,80,2500,<1990,inferior,47.61887829,26.1257244,27000,337.5
4210,Liteni,Suceava,,,,80,2500,<1990,inferior,47.61887829,26.1257244,27000,337.5
4211,Stroiesti,Suceava,,,,80,2500,<1990,inferior,47.61887829,26.1257244,27000,337.5
4212,Darmanesti,Suceava,,,,80,2500,<1990,inferior,47.61887829,26.1257244,27000,337.5
4213,Partestii de Jos,Suceava,,,,80,2500,<1990,inferior,47.61887829,26.1257244,27000,337.5
4214,Suceava,Suceava,,,,287.5,750,2001,standard,47.62839128,26.23125924,190000,660.87
4215,Suceava,Suceava,,,,287.5,750,2001,standard,47.62839128,26.23125924,190000,660.87
4216,Suceava,Suceava,,,,195.5,960,>2000,standard,47.62894685,26.23087083,135000,690.54
4217,Suceava,Suceava,,,,195.5,960,>2000,standard,47.62894685,26.23087083,135000,690.54
4218,Suceava,Suceava,Strada,Traian Taranu,,345,1500,2009,standard,47.62897623,26.22924967,300000,869.57
4219,Suceava,Suceava,Strada,Traian Taranu,,345,1500,2009,standard,47.62897623,26.22924967,300000,869.57
4220,Suceava,Suceava,,,,316,1200,2003,standard,47.63299945,26.22915199,215000,680.38
4221,Suceava,Suceava,,,,316,1200,2003,standard,47.63299945,26.22915199,215000,680.38
4222,Liteni,Suceava,,,,420,700,2012,standard,47.63371659,26.20889634,185000,440.48
4223,Dumbraveni,Suceava,,,,420,700,2012,standard,47.63371659,26.20889634,185000,440.48
4224,Stroiesti,Suceava,,,,315,10000,2005,standard,47.63496044,26.20717646,145000,460.32
4225,Adancata,Suceava,,,,315,10000,2005,standard,47.63496044,26.20717646,145000,460.32
4226,Dragoiesti,Suceava,,,,315,10000,2005,standard,47.63496044,26.20717646,145000,460.32
4227,Ilisesti,Suceava,,,,315,10000,2005,standard,47.63496044,26.20717646,145000,460.32
4228,Veresti,Suceava,,,,315,10000,2005,standard,47.63496044,26.20717646,145000,460.32
4229,Liteni,Suceava,,,,362,10000,2005,standard,47.63500133,26.21062231,145000,400.55
4230,Dumbraveni,Suceava,,,,362,10000,2005,standard,47.63500133,26.21062231,145000,400.55
4231,Suceava,Suceava,,,,276,1000,>2000,superior,47.63599934,26.26355031,280000,1014.49
4232,Suceava,Suceava,,,,287.5,400,2000,standard,47.63647875,26.2274007,195000,678.26
4233,Suceava,Suceava,,,,287.5,400,2000,standard,47.63647875,26.2274007,195000,678.26
4234,Suceava,Suceava,,,,400,300,>2000,standard,47.64313398,26.25261888,340000,850
4235,Suceava,Suceava,,,,207,350,<1977,standard,47.64497881,26.25843375,165000,797.1
4236,Suceava,Suceava,Strada,Simion Florea Marian,3,210,265,<1990,inferior,47.64507312,26.2553625,185000,880.95
4237,Vama,Suceava,,,,300,3000,1982,inferior,47.64521314,25.57843063,63000,210
4238,Paltinoasa,Suceava,,,,300,3000,1982,inferior,47.64521314,25.57843063,63000,210
4239,Ipotesti,Suceava,,,,80,900,1970,inferior,47.65186439,26.36990183,22500,281.25
4240,Dumbraveni,Suceava,,,,80,900,1970,inferior,47.65186439,26.36990183,22500,281.25
4241,Moara,Suceava,,,,62,900,<1990,inferior,47.65217445,26.36814512,22500,362.9
4242,Liteni,Suceava,,,,62,900,<1990,inferior,47.65217445,26.36814512,22500,362.9
4243,Stroiesti,Suceava,,,,62,900,<1990,inferior,47.65217445,26.36814512,22500,362.9
4244,Darmanesti,Suceava,,,,62,900,<1990,inferior,47.65217445,26.36814512,22500,362.9
4245,Partestii de Jos,Suceava,,,,62,900,<1990,inferior,47.65217445,26.36814512,22500,362.9
4246,Suceava,Suceava,,,,345,700,>2000,standard,47.65545282,26.24736116,280000,811.59
4247,Suceava,Suceava,Strada,Cernauti,,90,650,<1990,inferior,47.65952287,26.25068185,80000,888.89
4248,Suceava,Suceava,Strada,Cernauti,,90,650,<1990,inferior,47.65952287,26.25068185,80000,888.89
4249,Suceava,Suceava,,Jean Bart,,86.25,600,<1990,standard,47.67275605,26.26827252,44000,510.14
4250,Vama,Suceava,,,,250,650,<1990,inferior,47.67587517,25.54925272,49000,196
4251,Paltinoasa,Suceava,,,,250,650,<1990,inferior,47.67587517,25.54925272,49000,196
4252,Suceava,Suceava,,Gheorghe Doja,,90,700,<1990,standard,47.67623074,26.26072337,65000,722.22
4253,Suceava,Suceava,Strada,Gheorghe Doja,,90,700,<1990,inferior,47.67636214,26.25943121,65000,722.22
4254,Suceava,Suceava,Strada,Gheorghe Doja,,90,700,<1990,inferior,47.67636214,26.25943121,65000,722.22
4255,Suceava,Suceava,,,,230,500,>2000,superior,47.67676444,26.23776013,142000,617.39
4256,Suceava,Suceava,,,,120,900,1970,standard,47.67783294,26.27846225,80000,666.67
4257,Suceava,Suceava,,,,120,900,1970,standard,47.67783294,26.27846225,80000,666.67
4258,Suceava,Suceava,Strada,Dragomirna,,207,500,>2000,standard,47.68349546,26.24476455,95000,458.94
4259,Suceava,Suceava,Strada,Dragomirna,,345,1150,2013,superior,47.68353397,26.24358721,249000,721.74
4260,Stroiesti,Suceava,,,,200,1200,2005,standard,47.68912479,26.0255701,100000,500
4261,Adancata,Suceava,,,,200,1200,2005,standard,47.68912479,26.0255701,100000,500
4262,Dragoiesti,Suceava,,,,200,1200,2005,standard,47.68912479,26.0255701,100000,500
4263,Ilisesti,Suceava,,,,200,1200,2005,standard,47.68912479,26.0255701,100000,500
4264,Veresti,Suceava,,,,200,1200,2005,standard,47.68912479,26.0255701,100000,500
4265,Udesti,Suceava,,,,90,2000,<1990,inferior,47.69244969,26.1221883,25000,277.78
4266,Moara,Suceava,,,,90,2000,<1990,inferior,47.69244969,26.1221883,25000,277.78
4267,Liteni,Suceava,,,,90,2000,<1990,inferior,47.69244969,26.1221883,25000,277.78
4268,Stroiesti,Suceava,,,,90,2000,<1990,inferior,47.69244969,26.1221883,25000,277.78
4269,Darmanesti,Suceava,,,,90,2000,<1990,inferior,47.69244969,26.1221883,25000,277.78
4270,Partestii de Jos,Suceava,,,,90,2000,<1990,inferior,47.69244969,26.1221883,25000,277.78
4271,Stroiesti,Suceava,,,,180,2000,>2000,standard,47.69822707,26.40211093,63000,350
4272,Adancata,Suceava,,,,180,2000,>2000,standard,47.69822707,26.40211093,63000,350
4273,Dragoiesti,Suceava,,,,180,2000,>2000,standard,47.69822707,26.40211093,63000,350
4274,Ilisesti,Suceava,,,,180,2000,>2000,standard,47.69822707,26.40211093,63000,350
4275,Veresti,Suceava,,,,180,2000,>2000,standard,47.69822707,26.40211093,63000,350
4276,Udesti,Suceava,,,,90,3300,1965,inferior,47.70400786,26.05712954,16000,177.78
4277,Moara,Suceava,,,,90,3300,1965,inferior,47.70400786,26.05712954,16000,177.78
4278,Stroiesti,Suceava,,,,90,3300,1965,inferior,47.70400786,26.05712954,16000,177.78
4279,Partestii de Jos,Suceava,,,,90,3300,1965,inferior,47.70400786,26.05712954,16000,177.78
4280,Darmanesti,Suceava,,,,90,3300,1965,inferior,47.70400786,26.05712954,16000,177.78
4281,Liteni,Suceava,,,,90,3300,1965,inferior,47.70400786,26.05712954,16000,177.78
4282,Straja,Suceava,,,,240,1500,>2000,standard,47.73158267,25.92487194,95000,395.83
4283,Putna,Suceava,,,,240,1500,>2000,standard,47.73158267,25.92487194,95000,395.83
4284,Horodnic de Jos,Suceava,,,,240,1500,>2000,standard,47.73158267,25.92487194,95000,395.83
4285,Marginea,Suceava,,,,240,1500,>2000,standard,47.73158267,25.92487194,95000,395.83
4286,Arbore,Suceava,,,,240,1500,>2000,standard,47.73158267,25.92487194,95000,395.83
4287,Dornesti,Suceava,,,,240,1500,>2000,standard,47.73158267,25.92487194,95000,395.83
4288,Siret,Suceava,,,,240,1500,>2000,standard,47.73158267,25.92487194,95000,395.83
4289,Gramesti,Suceava,,,,240,1500,>2000,standard,47.73158267,25.92487194,95000,395.83
4290,Bilca,Suceava,,,,146,2000,<1990,inferior,47.73163491,25.92482621,43000,294.52
4291,Arbore,Suceava,,,,146,2000,<1990,inferior,47.73163491,25.92482621,43000,294.52
4292,Dornesti,Suceava,,,,146,2000,<1990,inferior,47.73163491,25.92482621,43000,294.52
4293,Liteni,Suceava,,,,80,400,<1990,inferior,47.73637385,26.1429128,22000,275
4294,Stroiesti,Suceava,,,,80,400,<1990,inferior,47.73637385,26.1429128,22000,275
4295,Darmanesti,Suceava,,,,80,400,<1990,inferior,47.73637385,26.1429128,22000,275
4296,Partestii de Jos,Suceava,,,,80,400,<1990,inferior,47.73637385,26.1429128,22000,275
4297,Moara,Suceava,,,,80,400,<1990,inferior,47.73637385,26.1429128,22000,275
4298,Udesti,Suceava,,,,75,3900,<1990,inferior,47.74520662,26.12959874,29000,386.67
4299,Moara,Suceava,,,,75,3900,<1990,inferior,47.74520662,26.12959874,29000,386.67
4300,Liteni,Suceava,,,,75,3900,<1990,inferior,47.74520662,26.12959874,29000,386.67
