ID,Oras,Judet,Tip Artera,Nume Artera,Numar,Suprafata,Suprafata2,An,Finisaje,Latitudine,Longitudine,"Pret","Preț unitar
(€/m²)"
3781,Satu Mare,Satu Mare,Strada,Dinu Lipatti,,110,600,<1990,inferior,47.77562409,22.87279345,79000,718.18
3782,Satu Mare,Satu Mare,Strada,Dinu Lipatti,,110,600,<1990,inferior,47.77562409,22.87279345,79000,718.18
3783,Vetis,Satu Mare,,,,185,600,2009,standard,47.77634129,22.9129544,91000,491.89
3784,Paulesti,Satu Mare,,,,213,600,2009,standard,47.77656929,22.9119443,95000,446.01
3785,Dorolt,Satu Mare,,,,70,288,<1990,inferior,47.77668462,22.91118164,23000,328.57
3786,Odoreu,Satu Mare,,,,70,288,<1990,inferior,47.77669136,22.91482165,23000,328.57
3787,Lazuri,Satu Mare,,,,70,288,<1990,inferior,47.77669136,22.91482165,23000,328.57
3788,Vetis,Satu Mare,,,,70,288,<1990,inferior,47.77669136,22.91482165,23000,328.57
3789,Satu Mare,Satu Mare,,,,70,288,<1990,inferior,47.77669136,22.91482165,23000,328.57
3790,Vetis,Satu Mare,,,,180,500,2009,standard,47.77674202,22.91271737,97499,541.66
3791,Vetis,Satu Mare,,,,331.32,750,2007,standard,47.77678749,22.91298009,159000,479.9
3792,Paulesti,Satu Mare,,,,207,500,2009,standard,47.77680001,22.91168681,97499,471.01
3793,Satu Mare,Satu Mare,Strada,Dimitrie Bolintineanu,,150,550,2001,superior,47.77685864,22.86350395,119000,793.33
3794,Paulesti,Satu Mare,,,,331,750,2007,superior,47.77697305,22.91245928,159000,480.36
3795,Satu Mare,Satu Mare,Strada,Fagului,,100,1000,<1990,inferior,47.78104749,22.85432387,60000,600
3796,Satu Mare,Satu Mare,Strada,Pinului,,195.5,1000,2002,standard,47.78226911,22.84490003,118000,603.58
3797,Satu Mare,Satu Mare,Strada,Pinului,,195.5,1000,2002,standard,47.78226911,22.84490003,118000,603.58
3798,Satu Mare,Satu Mare,,,,136.16,700,2018,superior,47.7838826,22.8781752,108000,793.18
3799,Satu Mare,Satu Mare,Strada,Baladei,,160,568,2010,standard,47.78423988,22.87779495,128900,805.63
3800,Satu Mare,Satu Mare,,,,260,1000,>2000,standard,47.78983325,22.90436875,175000,673.08
3801,Satu Mare,Satu Mare,,,,260,1000,>2000,standard,47.78983325,22.90436875,175000,673.08
3802,Satu Mare,Satu Mare,,,,260,1000,>2000,standard,47.78983325,22.90436875,175000,673.08
3803,Satu Mare,Satu Mare,,,,260,1000,>2000,standard,47.78983325,22.90436875,175000,673.08
3804,Satu Mare,Satu Mare,Strada,Diana,,125,837,1988,inferior,47.79311282,22.85853865,81000,648
3805,Satu Mare,Satu Mare,Strada,Diana,,125,837,1988,inferior,47.79311282,22.85853865,81000,648
3806,Satu Mare,Satu Mare,Strada,Diana,,125,837,1988,inferior,47.79311282,22.85853865,81000,648
3807,Satu Mare,Satu Mare,Strada,Diana,,187,837,1988,inferior,47.79394891,22.85665037,81000,433.16
3808,Odoreu,Satu Mare,,,,250,800,<2000,standard,47.79421648,22.99316169,82000,328
3809,Lazuri,Satu Mare,,,,250,800,<2000,standard,47.79421648,22.99316169,82000,328
3810,Vetis,Satu Mare,,,,250,800,<2000,standard,47.79421648,22.99316169,82000,328
3811,Satu Mare,Satu Mare,,,,250,800,<2000,standard,47.79421648,22.99316169,82000,328
3812,Satu Mare,Satu Mare,,,,230,1100,2010,standard,47.79511432,22.93323028,135000,586.96
3813,Satu Mare,Satu Mare,,,,230,1100,2010,standard,47.79511432,22.93323028,135000,586.96
3814,Satu Mare,Satu Mare,Strada,Iuliu Maniu,,153,247,1980,standard,47.79543095,22.87112416,75000,490.2
3815,Satu Mare,Satu Mare,Strada,Iuliu Maniu,,153,247,1980,standard,47.79543095,22.87112416,75000,490.2
3816,Satu Mare,Satu Mare,Strada,Iuliu Maniu,,153,247,1980,standard,47.79543095,22.87112416,75000,490.2
3817,Satu Mare,Satu Mare,Strada,Odoreului,,240,500,<1990,inferior,47.7963293,22.91797532,95000,395.83
3818,Satu Mare,Satu Mare,Strada,Odoreului,,240,500,<1990,inferior,47.7963293,22.91797532,95000,395.83
3819,Satu Mare,Satu Mare,Strada,Odoreului,,240,500,<1990,inferior,47.7963293,22.91797532,95000,395.83
3820,Vetis,Satu Mare,,,,228,800,>2000,standard,47.80032813,22.77253396,119000,521.93
3821,Lazuri,Satu Mare,,,,228,800,>2000,standard,47.80054891,22.77398052,126000,552.63
3822,Doba,Satu Mare,,,,228,800,>2000,standard,47.80054891,22.77398052,126000,552.63
3823,Paulesti,Satu Mare,,,,120,1000,1996,inferior,47.80122881,22.77623575,33000,275
3824,Satu Mare,Satu Mare,,,,160,212,<1990,inferior,47.80238625,22.894333,76000,475
3825,Satu Mare,Satu Mare,,,,172.5,500,2014,standard,47.80252701,22.88524617,115000,666.67
3826,Satu Mare,Satu Mare,,,,115,650,<1990,inferior,47.80276098,22.85875618,54900,477.39
3827,Satu Mare,Satu Mare,,,,253,180,>2000,standard,47.80303778,22.89551853,130000,513.83
3828,Satu Mare,Satu Mare,,,,160,300,<1889,inferior,47.80327658,22.89424307,88000,550
3829,Satu Mare,Satu Mare,,,,140,500,1993,standard,47.80367557,22.8943801,75000,535.71
3830,Satu Mare,Satu Mare,,,,200,500,1983,inferior,47.80383347,22.90912707,95000,475
3831,Satu Mare,Satu Mare,,,,200,500,1983,inferior,47.80383347,22.90912707,95000,475
3832,Satu Mare,Satu Mare,,,,200,500,1983,inferior,47.80383347,22.90912707,95000,475
3833,Satu Mare,Satu Mare,,,,160,300,<1990,standard,47.80407824,22.89402487,88000,550
3834,Satu Mare,Satu Mare,,,,160,300,<1990,standard,47.80407824,22.89402487,88000,550
3835,Satu Mare,Satu Mare,,,,160,300,<1990,standard,47.80407824,22.89402487,88000,550
3836,Satu Mare,Satu Mare,Strada,Egalitatii,,450,700,2003,standard,47.80569073,22.89408954,175000,388.89
3837,Satu Mare,Satu Mare,Strada,Aurel Vlaicu,22,120,639,<1990,inferior,47.80593058,22.86054472,47500,395.83
3838,Satu Mare,Satu Mare,Strada,Argesului,,140,1100,<1990,inferior,47.80679805,22.88916865,80000,571.43
3839,Satu Mare,Satu Mare,Strada,Argesului,,140,1100,<1990,inferior,47.80679805,22.88916865,80000,571.43
3840,Satu Mare,Satu Mare,Strada,Argesului,,140,1100,<1990,inferior,47.80679805,22.88916865,80000,571.43
3841,Satu Mare,Satu Mare,Strada,Ilarie Chendi,,120,300,1980,standard,47.80759566,22.89189717,86000,716.67
3842,Satu Mare,Satu Mare,Strada,Ilarie Chendi,,120,300,1980,standard,47.80759566,22.89189717,86000,716.67
3843,Satu Mare,Satu Mare,Strada,Ilarie Chendi,,120,300,1980,standard,47.80759566,22.89189717,86000,716.67
3844,Satu Mare,Satu Mare,Strada,Baritiu,,130,380,<1990,inferior,47.81000677,22.88047404,62000,476.92
3845,Satu Mare,Satu Mare,Strada,Lazarului,,100,100,1974,inferior,47.81069402,22.89217673,60000,600
3846,Satu Mare,Satu Mare,Strada,Gorunului,,207,1000,2005,superior,47.82007862,22.88902545,115000,555.56
3847,Lazuri,Satu Mare,,,,136,320,2011,standard,47.82738229,22.94431645,63000,463.24
3848,Doba,Satu Mare,,,,136,320,2011,standard,47.82738229,22.94431645,63000,463.24
3849,Satu Mare,Satu Mare,Strada,Gorunului,,207,1000,2005,standard,47.82898802,22.89467865,115000,555.56
3850,Satu Mare,Satu Mare,Strada,Gorunului,,207,1000,2005,standard,47.82898802,22.89467865,115000,555.56
3851,Lazuri,Satu Mare,,,,184,517,2012,standard,47.84106947,22.8110071,115000,625
3852,Doba,Satu Mare,,,,184,517,2012,standard,47.84106947,22.8110071,115000,625
3853,Lazuri,Satu Mare,,,,225,700,2018,superior,47.8415342,22.81162983,110000,488.89
3854,Doba,Satu Mare,,,,225,700,2018,superior,47.8415342,22.81162983,110000,488.89
3855,Lazuri,Satu Mare,,,,190,780,2018,superior,47.84184475,22.81030883,108000,568.42
3856,Doba,Satu Mare,,,,190,780,2018,superior,47.84184475,22.81030883,108000,568.42
3857,Paulesti,Satu Mare,,,,90,2200,<1990,standard,47.84340255,22.81191896,22000,244.44
3858,Dorolt,Satu Mare,,,,100,8000,<1990,inferior,47.8435505,22.81115757,30000,300
3859,Odoreu,Satu Mare,,,,100,8000,<1990,inferior,47.8435505,22.81115757,30000,300
3860,Vetis,Satu Mare,,,,100,8000,<1990,inferior,47.8435505,22.81115757,30000,300
3861,Lazuri,Satu Mare,,,,100,8000,<1990,inferior,47.8435505,22.81115757,30000,300
3862,Satu Mare,Satu Mare,,,,100,8000,<1990,inferior,47.8435505,22.81115757,30000,300
3863,Lazuri,Satu Mare,,,,240,1000,2013,standard,47.85183753,22.87754719,120000,500
3864,Doba,Satu Mare,,,,240,1000,2013,standard,47.85183753,22.87754719,120000,500
3865,Negresti Oas,Satu Mare,,,,300,611,>2000,standard,47.86502569,23.12389713,195000,650
3866,Bixad,Satu Mare,,,,300,611,>2000,standard,47.86502569,23.12389713,195000,650
3867,Racsa,Satu Mare,,,,300,611,>2000,standard,47.86502569,23.12389713,195000,650
3868,Negresti Oas,Satu Mare,,,,90,5224,<1990,inferior,47.86777551,23.12034436,38000,422.22
3869,Orasu Nou,Satu Mare,,,,90,5224,<1990,inferior,47.86777551,23.12034436,38000,422.22
3870,Turulung,Satu Mare,,,,90,5224,<1990,inferior,47.86777551,23.12034436,38000,422.22
3871,Livada,Satu Mare,,,,90,5224,<1990,inferior,47.86777551,23.12034436,38000,422.22
3872,Negresti Oas,Satu Mare,Strada,Pietii,,653,2934,>2000,superior,47.87013837,23.42329275,350000,535.99
3873,Racsa,Satu Mare,,,,653,2934,>2000,superior,47.87013837,23.42329275,350000,535.99
3874,Bixad,Satu Mare,,,,653,2934,>2000,superior,47.87013837,23.42329275,350000,535.99
3875,Negresti Oas,Satu Mare,Strada,Garoafelor,,100,800,1980,inferior,47.87402937,23.42936502,49000,490
3876,Orasu Nou,Satu Mare,,,,100,800,1980,inferior,47.87402937,23.42936502,49000,490
3877,Turulung,Satu Mare,,,,100,800,1980,inferior,47.87402937,23.42936502,49000,490
3878,Livada,Satu Mare,,,,100,800,1980,inferior,47.87402937,23.42936502,49000,490
3879,Negresti Oas,Satu Mare,,,,90,2900,<1990,standard,47.88069797,23.00475412,32000,355.56
3880,Orasu Nou,Satu Mare,,,,90,2900,<1990,standard,47.88069797,23.00475412,32000,355.56
3881,Turulung,Satu Mare,,,,90,2900,<1990,standard,47.88069797,23.00475412,32000,355.56
3882,Livada,Satu Mare,,,,90,2900,<1990,standard,47.88069797,23.00475412,32000,355.56
3883,Calinesti Oas,Satu Mare,,,,150,5000,<1990,inferior,47.89814767,22.96465944,27900,186
3884,Turt,Satu Mare,,,,150,5000,<1990,inferior,47.89814767,22.96465944,27900,186
3885,Halmeu,Satu Mare,,,,150,5000,<1990,inferior,47.89814767,22.96465944,27900,186
3886,Porumbesti,Satu Mare,,,,150,5000,<1990,inferior,47.89814767,22.96465944,27900,186
3887,Negresti Oas,Satu Mare,,,,100,805,<1990,inferior,47.93489446,23.39622047,45000,450
3888,Orasu Nou,Satu Mare,,,,100,805,<1990,inferior,47.93489446,23.39622047,45000,450
3889,Turulung,Satu Mare,,,,100,805,<1990,inferior,47.93489446,23.39622047,45000,450
3890,Livada,Satu Mare,,,,100,805,<1990,inferior,47.93489446,23.39622047,45000,450
3891,Negresti Oas,Satu Mare,,,,238,1500,>2000,standard,47.9371302,23.08104277,85000,357.14
3892,Bixad,Satu Mare,,,,238,1500,>2000,standard,47.9371302,23.08104277,85000,357.14
3893,Racsa,Satu Mare,,,,238,1500,>2000,standard,47.9371302,23.08104277,85000,357.14
3894,Calinesti Oas,Satu Mare,,,,60,3000,<1990,inferior,47.94290885,23.1554059,17000,283.33
3895,Turt,Satu Mare,,,,60,3000,<1990,inferior,47.94290885,23.1554059,17000,283.33
3896,Halmeu,Satu Mare,,,,60,3000,<1990,inferior,47.94290885,23.1554059,17000,283.33
3897,Porumbesti,Satu Mare,,,,60,3000,<1990,inferior,47.94290885,23.1554059,17000,283.33
3898,Negresti Oas,Satu Mare,,,,195.5,9300,>2000,standard,47.97962549,23.01249057,85000,434.78
3899,Bixad,Satu Mare,,,,195.5,9300,>2000,standard,47.97962549,23.01249057,85000,434.78
3900,Racsa,Satu Mare,,,,195.5,9300,>2000,standard,47.97962549,23.01249057,85000,434.78
3901,Calinesti Oas,Satu Mare,,,,200,3000,<1990,inferior,48.05551003,23.1556471,38000,190
3902,Turt,Satu Mare,,,,200,3000,<1990,inferior,48.05551003,23.1556471,38000,190
3903,Halmeu,Satu Mare,,,,200,3000,<1990,inferior,48.05551003,23.1556471,38000,190
3904,Porumbesti,Satu Mare,,,,200,3000,<1990,inferior,48.05551003,23.1556471,38000,190
3905,Boita,Sibiu,,,,150,1000,<1990,inferior,45.63989662,24.29940489,42105,280.7
3906,Gura Raului,Sibiu,,,,276,1200,>2000,standard,45.66896941,24.26201199,149500,541.67
3907,Sadu,Sibiu,,,,276,1200,>2000,standard,45.66896941,24.26201199,149500,541.67
3908,Talmaciu,Sibiu,,,,276,1200,>2000,standard,45.66896941,24.26201199,149500,541.67
3909,Rasinari,Sibiu,,,,276,1200,>2000,standard,45.66896941,24.26201199,149500,541.67
3910,Gura Raului,Sibiu,,,,220,750,2013,standard,45.6844673,24.15738768,160000,727.27
3911,Rasinari,Sibiu,,,,220,750,2013,standard,45.6844673,24.15738768,160000,727.27
3912,Sadu,Sibiu,,,,220,750,2013,standard,45.6844673,24.15738768,160000,727.27
3913,Talmaciu,Sibiu,,,,220,750,2013,standard,45.6844673,24.15738768,160000,727.27
3914,Poplaca,Sibiu,,,,220,750,2013,standard,45.68451676,24.15792268,160000,727.27
3915,Gura Raului,Sibiu,,,,270,1000,2016,standard,45.70612984,24.1103728,147000,544.44
3916,Rasinari,Sibiu,,,,270,1000,2016,standard,45.70612984,24.1103728,147000,544.44
3917,Sadu,Sibiu,,,,270,1000,2016,standard,45.70612984,24.1103728,147000,544.44
3918,Talmaciu,Sibiu,,,,270,1000,2016,standard,45.70612984,24.1103728,147000,544.44
3919,Poplaca,Sibiu,,,,270,1000,2015,standard,45.70705533,24.10878311,147000,544.44
3920,Poplaca,Sibiu,,,,253,1300,2004,standard,45.71264353,24.15307133,139900,552.96
3921,Poplaca,Sibiu,,,,299,430,2008,standard,45.71317038,24.15372269,138000,461.54
3922,Talmaciu,Sibiu,,,,120,800,1970,standard,45.71804969,24.23485363,65000,541.67
3923,Boita,Sibiu,,,,120,800,1970,standard,45.71804969,24.23485363,65000,541.67
3924,Cartisoara,Sibiu,,,,345,1200,>2000,standard,45.72652063,24.57758856,168000,486.96
3925,Agnita,Sibiu,,,,345,1200,>2000,standard,45.72652063,24.57758856,168000,486.96
3926,Rosia,Sibiu,,,,345,1200,>2000,standard,45.72652063,24.57758856,168000,486.96
3927,Talmaciu,Sibiu,,,,330,450,1987,standard,45.72719093,24.38350532,145900,442.12
3928,Boita,Sibiu,,,,330,450,1987,standard,45.72719093,24.38350532,145900,442.12
3929,Cartisoara,Sibiu,,,,440,8600,2008,standard,45.72770177,24.38269647,229000,520.45
3930,Agnita,Sibiu,,,,440,8600,2008,standard,45.72770177,24.38269647,229000,520.45
3931,Rosia,Sibiu,,,,440,8600,2008,standard,45.72770177,24.38269647,229000,520.45
3932,Cartisoara,Sibiu,,,,150,800,2012,standard,45.72778301,24.37754629,95000,633.33
3933,Agnita,Sibiu,,,,150,800,2012,standard,45.72778301,24.37754629,95000,633.33
3934,Rosia,Sibiu,,,,150,800,2012,standard,45.72778301,24.37754629,95000,633.33
3935,Talmaciu,Sibiu,,,,149.5,800,1967,inferior,45.72849515,24.37636171,67000,448.16
3936,Boita,Sibiu,,,,149.5,800,1967,inferior,45.72849515,24.37636171,67000,448.16
3937,Cartisoara,Sibiu,,,,240,1300,2015,standard,45.7288113,24.38243657,97490,406.21
3938,Agnita,Sibiu,,,,240,1300,2015,standard,45.7288113,24.38243657,97490,406.21
3939,Rosia,Sibiu,,,,240,1300,2015,standard,45.7288113,24.38243657,97490,406.21
3940,Gura Raului,Sibiu,,,,214,470,2010,standard,45.72970037,23.98388382,120000,560.75
3941,Rasinari,Sibiu,,,,214,470,2010,standard,45.72970037,23.98388382,120000,560.75
3942,Sadu,Sibiu,,,,214,470,2010,standard,45.72970037,23.98388382,120000,560.75
3943,Talmaciu,Sibiu,,,,214,470,2010,standard,45.72970037,23.98388382,120000,560.75
3944,Gura Raului,Sibiu,,,,368,2200,2009,standard,45.73029951,23.98474213,250000,679.35
3945,Rasinari,Sibiu,,,,368,2200,2009,standard,45.73029951,23.98474213,250000,679.35
3946,Sadu,Sibiu,,,,368,2200,2009,standard,45.73029951,23.98474213,250000,679.35
3947,Talmaciu,Sibiu,,,,368,2200,2009,standard,45.73029951,23.98474213,250000,679.35
3948,Arpasu de Jos,Sibiu,,,,144,1000,<1990,inferior,45.73367574,24.62182044,28000,194.44
3949,Talmaciu,Sibiu,,,,82,446,<1990,inferior,45.74141218,24.22850133,41000,500
3950,Boita,Sibiu,,,,82,446,<1990,inferior,45.74141218,24.22850133,41000,500
3951,Saliste,Sibiu,,,,120,2500,1970,inferior,45.75378356,23.97444867,67000,558.33
3952,Cristian,Sibiu,,,,120,2500,1970,inferior,45.75378356,23.97444867,67000,558.33
3953,Cristian,Sibiu,,,,246,2000,2011,standard,45.75438321,23.97484729,129000,524.39
3954,Arpasu de Jos,Sibiu,,,,120,1992,<1990,inferior,45.75844605,24.52933372,30999,258.33
3955,Sibiu,Sibiu,,,,312,491,<1990,standard,45.77043795,24.13468838,215000,689.1
3956,Sibiu,Sibiu,,,,216,200,1976,inferior,45.77103665,24.12679195,102000,472.22
3957,Sibiu,Sibiu,,,,195,223,2006,standard,45.77121626,24.1339159,220000,1128.21
3958,Sibiu,Sibiu,,,,252,250,1974,standard,45.77214192,24.13961429,205000,813.49
3959,Sibiu,Sibiu,,,,404,580,2007,standard,45.77313203,24.12473202,329900,816.58
3960,Sibiu,Sibiu,,,,290,200,2002,standard,45.77759943,24.15286834,240000,827.59
3961,Arpasu de Jos,Sibiu,,,,100,1400,<1990,inferior,45.77943643,24.62293624,26000,260
3962,Arpasu de Jos,Sibiu,,,,150,1500,1970,inferior,45.77997517,24.62345123,46000,306.67
3963,Ocna Sibiului,Sibiu,,,,150,800,1950,standard,45.78015533,24.02847491,80000,533.33
3964,Cristian,Sibiu,,,,100,1200,<1990,inferior,45.78057369,24.02671335,59000,590
3965,Cristian,Sibiu,,,,150,800,1950,standard,45.78117227,24.02860162,80000,533.33
3966,Cristian,Sibiu,,,,90,500,<1990,inferior,45.78141171,24.02877328,35000,388.89
3967,Cristian,Sibiu,,,,220,500,2016,standard,45.78153142,24.02877328,124900,567.73
3968,Sibiu,Sibiu,,,,144,70,2018,standard,45.7825491,24.11080601,92000,638.89
3969,Sibiu,Sibiu,,,,540,1500,2012,standard,45.78296809,24.11052943,345000,638.89
3970,Sibiu,Sibiu,,,,500,502,2001,standard,45.78364519,24.13475807,370000,740
3971,Sibiu,Sibiu,,,,189,206,2007,standard,45.7837649,24.15299709,175000,925.93
3972,Sibiu,Sibiu,,,,280,350,2019,superior,45.78414945,24.11358,215000,767.86
3973,Sibiu,Sibiu,,,,280,350,2019,superior,45.7845842,24.11445382,215000,767.86
3974,Sibiu,Sibiu,,,,368,450,>2000,standard,45.78602069,24.11389592,255000,692.93
3975,Sibiu,Sibiu,,,,372,550,2000,standard,45.78867284,24.1608506,296000,795.7
3976,Sibiu,Sibiu,,,,190,253,2015,standard,45.79013258,24.16249812,195000,1026.32
3977,Saliste,Sibiu,,,,160,1054,1960,standard,45.79286864,23.88286489,62000,387.5
3978,Saliste,Sibiu,,,,120,400,1970,inferior,45.79424989,23.88570421,50000,416.67
3979,Sibiu,Sibiu,,,,65,250,1900,inferior,45.7963743,24.15251702,66000,1015.38
3980,Sibiu,Sibiu,,,,100,160,<1990,inferior,45.79703256,24.15230244,92000,920
3981,Cartisoara,Sibiu,,,,207,2000,2008,standard,45.8004393,24.28579383,129900,627.54
3982,Rosia,Sibiu,,,,207,2000,2008,standard,45.8004393,24.28579383,129900,627.54
3983,Agnita,Sibiu,,,,207,2000,2008,standard,45.8004393,24.28579383,129900,627.54
3984,Sibiu,Sibiu,,,,210,180,1970,inferior,45.80137276,24.169064,125000,595.24
3985,Sibiu,Sibiu,,,,220,390,1995,superior,45.80157208,24.17667623,229000,1040.91
3986,Sibiu,Sibiu,,,,260,1050,1975,standard,45.80216414,24.13847137,230000,884.62
3987,Sibiu,Sibiu,,,,100,280,1960,standard,45.80232827,24.15195912,110000,1100
3988,Sibiu,Sibiu,,,,144,250,2008,standard,45.80756597,24.18441378,92000,638.89
3989,Sibiu,Sibiu,,,,97,393,1970,inferior,45.80806825,24.182395,79000,814.43
3990,Sibiu,Sibiu,,,,92,228,1974,standard,45.80958553,24.13436872,89990,978.15
3991,Sibiu,Sibiu,,,,207,700,<1990,standard,45.80959034,24.18205354,145000,700.48
3992,Sibiu,Sibiu,,,,80,250,1964,standard,45.80997548,24.13353234,89500,1118.75
3993,Sibiu,Sibiu,,,,178,252,<2000,standard,45.81018862,24.13416001,165000,926.97
3994,Sibiu,Sibiu,,,,178,252,1998,standard,45.81027462,24.1339615,165000,926.97
3995,Sibiu,Sibiu,,,,167,360,1970,standard,45.81476147,24.14288789,165000,988.02
3996,Arpasu de Jos,Sibiu,,,,60,1350,<1990,inferior,45.8149029,24.55384128,12500,208.33
3997,Sibiu,Sibiu,,,,253,500,>2000,standard,45.81625701,24.12915498,179000,707.51
3998,Sibiu,Sibiu,,,,195.5,390,>2000,standard,45.81912833,24.13670808,165000,843.99
3999,Cristian,Sibiu,,,,161,500,2008,standard,45.83351243,24.05499185,105000,652.17
4000,Cristian,Sibiu,,,,168,500,2008,standard,45.83477958,24.0584707,97900,582.74
4001,Ocna Sibiului,Sibiu,,,,205,800,1980,standard,45.84746795,24.15230623,90000,439.02
4002,Ocna Sibiului,Sibiu,,,,96,860,1970,standard,45.84775492,24.1584206,45000,468.75
4003,Sura Mare,Sibiu,,,,200,550,2010,standard,45.84815845,24.15593154,117000,585
4004,Sura Mare,Sibiu,,,,313,487,2013,standard,45.84815845,24.15696151,187000,597.44
4005,Sura Mare,Sibiu,,,,144,235,2008,standard,45.84851717,24.15627486,115000,798.61
4006,Sura Mare,Sibiu,,,,123,295,2007,standard,45.84911503,24.15713317,85000,691.06
4007,Sura Mare,Sibiu,,,,368,445,2018,standard,45.8492346,24.15644652,195000,529.89
4008,Sura Mare,Sibiu,,,,272,487,2013,standard,45.84959331,24.15696151,187000,687.5
4009,Apoldu de Jos,Sibiu,,,,120,2509,<1990,standard,45.85015006,23.82683511,37500,312.5
4010,Apoldu de Jos,Sibiu,,,,120,950,<1990,inferior,45.85022092,23.8262044,40000,333.33
4011,Sura Mare,Sibiu,,,,300,750,2015,standard,45.85043029,24.15713317,135000,450
4012,Apoldu de Jos,Sibiu,,,,90,500,<1990,inferior,45.85176259,23.77636417,35000,388.89
4013,Merghindeal,Sibiu,,,,100,800,<1990,inferior,45.86829086,24.52718887,23000,230
4014,Miercurea Sibiului,Sibiu,,,,90,500,<1990,standard,45.88780518,23.79077545,35000,388.89
4015,Apoldu de Jos,Sibiu,,,,100,960,<1990,inferior,45.88793603,23.79245696,33000,330
4016,Miercurea Sibiului,Sibiu,,,,90,1100,<1990,standard,45.8885221,23.79060379,27000,300
4017,Miercurea Sibiului,Sibiu,,,,90,500,<1990,inferior,45.88876107,23.79077545,32000,355.56
4018,Ocna Sibiului,Sibiu,,,,115,250,1976,inferior,45.92062992,24.15695646,34000,295.65
4019,Ocna Sibiului,Sibiu,,,,126.5,800,1976,inferior,45.92126932,24.15486008,39000,308.3
4020,Merghindeal,Sibiu,,,,152,562,<1990,inferior,45.95572636,24.50150213,25000,164.47
4021,Cartisoara,Sibiu,,,,207,640,2012,standard,45.97331406,24.6292062,130000,628.02
4022,Agnita,Sibiu,,,,207,640,2012,standard,45.97331406,24.6292062,130000,628.02
4023,Rosia,Sibiu,,,,207,640,2012,standard,45.97331406,24.6292062,130000,628.02
4024,Agnita,Sibiu,,,,100,800,1970,inferior,45.97516395,24.62639087,42000,420
4025,Agnita,Sibiu,,,,92,406,1980,standard,45.97708541,24.6289557,37000,402.17
4026,Agnita,Sibiu,,,,172.5,4000,1950,inferior,45.98338104,24.53701774,102000,591.3
4027,Blajel,Sibiu,,,,287.5,1500,2015,standard,46.02346168,24.15544017,109000,379.13
4028,Axente Sever,Sibiu,,,,73,600,1980,standard,46.02434593,24.15498177,32000,438.36
4029,Merghindeal,Sibiu,,,,90,1300,<1990,standard,46.04771661,24.43246541,25000,277.78
4030,Axente Sever,Sibiu,,,,104,407,1961,inferior,46.08229546,24.27442073,32000,307.69
4031,Blajel,Sibiu,,,,250,500,2010,inferior,46.11297251,24.23898114,80000,320
4032,Axente Sever,Sibiu,,,,90,2200,<1990,inferior,46.11514859,24.24214839,37000,411.11
4033,Axente Sever,Sibiu,,,,75,175,1950,standard,46.11694442,24.24392046,33000,440
4034,Medias,Sibiu,,,,120,1000,1970,standard,46.14888152,24.33298945,65000,541.67
4035,Medias,Sibiu,,,,120,1000,1970,standard,46.14888152,24.33298945,65000,541.67
4036,Medias,Sibiu,,,,322,620,2014,standard,46.14913183,24.36913498,178000,552.8
4037,Medias,Sibiu,,,,120,500,1960,standard,46.15007075,24.33290362,57000,475
4038,Medias,Sibiu,,,,120,500,1960,standard,46.15007075,24.33290362,57000,475
4039,Medias,Sibiu,,,,280,1000,>2000,superior,46.1518462,24.36411917,154000,550
4040,Medias,Sibiu,,,,280,1000,>2000,superior,46.1518462,24.36411917,154000,550
4041,Medias,Sibiu,,,,280,1000,>2000,superior,46.1518462,24.36411917,154000,550
4042,Medias,Sibiu,,,,200,700,2007,standard,46.15227767,24.3644351,129000,645
4043,Medias,Sibiu,,,,200,700,2007,standard,46.15227767,24.3644351,129000,645
4044,Medias,Sibiu,,,,200,700,2007,standard,46.15227767,24.3644351,129000,645
4045,Medias,Sibiu,Strada,Mures,,172.5,500,>2000,standard,46.15561422,24.36282062,108000,626.09
4046,Medias,Sibiu,,,,230,500,2007,standard,46.15564682,24.36511114,129000,560.87
4047,Medias,Sibiu,,,,90,200,1960,inferior,46.15677503,24.36061775,38000,422.22
4048,Medias,Sibiu,,,,90,200,1960,inferior,46.15677503,24.36061775,38000,422.22
4049,Medias,Sibiu,,,,230,500,2007,standard,46.15684884,24.36381486,129000,560.87
4050,Medias,Sibiu,,,,230,500,2007,standard,46.15684884,24.36381486,129000,560.87
4051,Medias,Sibiu,,,,230,500,2007,standard,46.15684884,24.36381486,129000,560.87
4052,Medias,Sibiu,,,,228,547,1975,inferior,46.15820575,24.36349199,105000,460.53
4053,Medias,Sibiu,,,,228,547,1975,inferior,46.15820575,24.36349199,105000,460.53
4054,Medias,Sibiu,Strada,Carpenului,,228,547,<1990,inferior,46.15906278,24.3630158,105000,460.53
4055,Blajel,Sibiu,,,,160,1850,1995,standard,46.16935437,24.42521096,56000,350
4056,Darlos,Sibiu,,,,160,1850,1995,standard,46.16935437,24.42521096,56000,350
4057,Atel,Sibiu,,,,160,1850,1995,standard,46.16935437,24.42521096,56000,350
4058,Medias,Sibiu,,,,200,900,<1990,inferior,46.16936249,24.37448859,82000,410
4059,Medias,Sibiu,,,,200,900,<1990,inferior,46.16936249,24.37448859,82000,410
4060,Medias,Sibiu,,,,100,1400,1970,standard,46.17141734,24.33442175,39900,399
4061,Medias,Sibiu,Strada,Strandului,,90,468,<1990,standard,46.17291019,24.3590262,49000,544.44
